78.182.132.87 - - [21/May/2023:21:41:37 +0000] "GET /favicon.ico HTTP/1.1" 404 1145 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "78.182.132.87" response-time=0.019
131.215.220.163 - - [22/May/2023:01:34:36 +0000] "GET /profiles/ HTTP/1.1" 200 1049 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 13; SM-S908U1 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.5672.77 Mobile Safari/537.36 Instagram 283.0.0.20.105 Android (33/13; 450dpi; 1080x2106; samsung; SM-S908U1; b0q; qcom; en_US; 475221257)" "131.215.220.163" response-time=0.013
131.215.220.163 - - [22/May/2023:01:34:41 +0000] "GET /calc/ HTTP/1.1" 200 1320 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 13; SM-S908U1 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.5672.77 Mobile Safari/537.36 Instagram 283.0.0.20.105 Android (33/13; 450dpi; 1080x2106; samsung; SM-S908U1; b0q; qcom; en_US; 475221257)" "131.215.220.163" response-time=0.002
131.215.220.163 - - [22/May/2023:01:34:47 +0000] "GET /quadeq/ HTTP/1.1" 200 1379 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 13; SM-S908U1 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.5672.77 Mobile Safari/537.36 Instagram 283.0.0.20.105 Android (33/13; 450dpi; 1080x2106; samsung; SM-S908U1; b0q; qcom; en_US; 475221257)" "131.215.220.163" response-time=0.002
131.215.220.163 - - [22/May/2023:01:34:50 +0000] "GET /upload/ HTTP/1.1" 200 1278 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 13; SM-S908U1 Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.5672.77 Mobile Safari/537.36 Instagram 283.0.0.20.105 Android (33/13; 450dpi; 1080x2106; samsung; SM-S908U1; b0q; qcom; en_US; 475221257)" "131.215.220.163" response-time=0.003
78.182.150.28 - - [22/May/2023:05:45:24 +0000] "GET / HTTP/1.1" 200 1156 "http://instagram.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 283.0.0.16.103 (iPhone9,1; iOS 15_7_5; en_TR; en-TR; scale=2.00; 750x1334; 474411477) NW/3" "78.182.150.28" response-time=0.005
78.182.150.28 - - [22/May/2023:05:45:36 +0000] "GET /profiles/ HTTP/1.1" 200 1049 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 283.0.0.16.103 (iPhone9,1; iOS 15_7_5; en_TR; en-TR; scale=2.00; 750x1334; 474411477)" "78.182.150.28" response-time=0.016
78.182.150.28 - - [22/May/2023:05:45:39 +0000] "GET /N_Analysis/ HTTP/1.1" 200 1239 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 283.0.0.16.103 (iPhone9,1; iOS 15_7_5; en_TR; en-TR; scale=2.00; 750x1334; 474411477)" "78.182.150.28" response-time=0.002
78.182.150.28 - - [22/May/2023:05:45:48 +0000] "GET /N_Analysis/bisection/ HTTP/1.1" 200 1285 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 283.0.0.16.103 (iPhone9,1; iOS 15_7_5; en_TR; en-TR; scale=2.00; 750x1334; 474411477)" "78.182.150.28" response-time=0.003
78.182.150.28 - - [22/May/2023:05:46:04 +0000] "GET / HTTP/1.1" 200 1156 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 283.0.0.16.103 (iPhone9,1; iOS 15_7_5; en_TR; en-TR; scale=2.00; 750x1334; 474411477)" "78.182.150.28" response-time=0.072
78.182.150.28 - - [22/May/2023:05:46:09 +0000] "GET /N_Analysis/ HTTP/1.1" 200 1239 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 283.0.0.16.103 (iPhone9,1; iOS 15_7_5; en_TR; en-TR; scale=2.00; 750x1334; 474411477)" "78.182.150.28" response-time=0.003
78.182.150.28 - - [22/May/2023:05:46:10 +0000] "GET /N_Analysis/horners/ HTTP/1.1" 200 1223 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 283.0.0.16.103 (iPhone9,1; iOS 15_7_5; en_TR; en-TR; scale=2.00; 750x1334; 474411477)" "78.182.150.28" response-time=0.002
78.182.150.28 - - [22/May/2023:05:46:13 +0000] "GET /N_Analysis/ HTTP/1.1" 200 1239 "http://shaqinair.pythonanywhere.com/N_Analysis/horners/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 283.0.0.16.103 (iPhone9,1; iOS 15_7_5; en_TR; en-TR; scale=2.00; 750x1334; 474411477)" "78.182.150.28" response-time=0.002
78.182.150.28 - - [22/May/2023:07:41:47 +0000] "GET / HTTP/1.1" 200 1156 "https://l.instagram.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.033
78.182.150.28 - - [22/May/2023:07:41:48 +0000] "GET /favicon.ico HTTP/1.1" 404 1145 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.046
78.182.150.28 - - [22/May/2023:07:41:49 +0000] "GET /N_Analysis/ HTTP/1.1" 200 1239 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.005
34.224.70.49 - - [22/May/2023:07:47:11 +0000] "GET / HTTP/1.1" 200 1160 "-" "python-requests/2.28.1" "34.224.70.49" response-time=2.192
78.182.150.28 - - [22/May/2023:07:47:14 +0000] "GET /N_Analysis/ HTTP/1.1" 200 1241 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.007
78.182.150.28 - - [22/May/2023:07:47:15 +0000] "GET / HTTP/1.1" 200 1160 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.002
34.224.70.49 - - [22/May/2023:07:48:41 +0000] "GET / HTTP/1.1" 200 1170 "-" "python-requests/2.28.1" "34.224.70.49" response-time=1.187
78.182.150.28 - - [22/May/2023:07:48:44 +0000] "GET / HTTP/1.1" 200 1170 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.013
78.182.150.28 - - [22/May/2023:07:49:25 +0000] "GET / HTTP/1.1" 200 1167 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=1.689
34.224.70.49 - - [22/May/2023:07:49:25 +0000] "GET / HTTP/1.1" 200 1167 "-" "python-requests/2.28.1" "34.224.70.49" response-time=1.615
34.224.70.49 - - [22/May/2023:07:51:21 +0000] "GET / HTTP/1.1" 200 1183 "-" "python-requests/2.28.1" "34.224.70.49" response-time=1.213
78.182.150.28 - - [22/May/2023:07:51:23 +0000] "GET / HTTP/1.1" 200 1183 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.003
78.182.150.28 - - [22/May/2023:07:51:30 +0000] "GET /N_Analysis/ HTTP/1.1" 200 1241 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.007
34.224.70.49 - - [22/May/2023:07:55:21 +0000] "GET / HTTP/1.1" 200 1183 "-" "python-requests/2.28.1" "34.224.70.49" response-time=1.862
78.182.150.28 - - [22/May/2023:07:55:23 +0000] "GET /N_Analysis/ HTTP/1.1" 200 1244 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.010
78.182.150.28 - - [22/May/2023:07:55:27 +0000] "GET /N_Analysis/newtons/ HTTP/1.1" 200 1258 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.007
34.224.70.49 - - [22/May/2023:07:56:10 +0000] "GET / HTTP/1.1" 200 1183 "-" "python-requests/2.28.1" "34.224.70.49" response-time=3.597
78.182.150.28 - - [22/May/2023:07:56:13 +0000] "GET /N_Analysis/ HTTP/1.1" 200 1244 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.007
78.182.150.28 - - [22/May/2023:07:59:56 +0000] "GET / HTTP/1.1" 502 1661 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.000
34.224.70.49 - - [22/May/2023:08:00:00 +0000] "GET / HTTP/1.1" 200 1183 "-" "python-requests/2.28.1" "34.224.70.49" response-time=2.186
78.182.150.28 - - [22/May/2023:08:00:11 +0000] "GET / HTTP/1.1" 200 1183 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.002
34.224.70.49 - - [22/May/2023:08:02:19 +0000] "GET / HTTP/1.1" 200 1179 "-" "python-requests/2.28.1" "34.224.70.49" response-time=1.743
78.182.150.28 - - [22/May/2023:08:02:36 +0000] "GET / HTTP/1.1" 200 1179 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.002
78.182.150.28 - - [22/May/2023:08:02:42 +0000] "GET /profiles/ HTTP/1.1" 200 1048 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.017
78.182.150.28 - - [22/May/2023:08:02:46 +0000] "GET /profiles/Dora_marq/ HTTP/1.1" 200 1083 "http://shaqinair.pythonanywhere.com/profiles/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.017
78.182.150.28 - - [22/May/2023:08:02:52 +0000] "GET /profiles/ishaqkhan/ HTTP/1.1" 200 1072 "http://shaqinair.pythonanywhere.com/profiles/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.014
78.182.150.28 - - [22/May/2023:08:02:58 +0000] "GET /main/ HTTP/1.1" 200 1179 "http://shaqinair.pythonanywhere.com/profiles/ishaqkhan/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.003
78.182.150.28 - - [22/May/2023:08:03:01 +0000] "GET /calc/ HTTP/1.1" 200 1323 "http://shaqinair.pythonanywhere.com/main/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.006
78.182.150.28 - - [22/May/2023:08:03:12 +0000] "GET /main/ HTTP/1.1" 200 1179 "http://shaqinair.pythonanywhere.com/calc/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.002
78.182.150.28 - - [22/May/2023:08:03:15 +0000] "GET /quadeq/ HTTP/1.1" 200 1379 "http://shaqinair.pythonanywhere.com/main/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.008
78.182.150.28 - - [22/May/2023:08:03:24 +0000] "GET /main/ HTTP/1.1" 200 1179 "http://shaqinair.pythonanywhere.com/quadeq/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.002
78.182.150.28 - - [22/May/2023:08:03:28 +0000] "GET /N_Analysis/ HTTP/1.1" 200 1244 "http://shaqinair.pythonanywhere.com/main/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.150.28" response-time=0.012
110.235.224.31 - - [22/May/2023:09:46:16 +0000] "GET /favicon.ico HTTP/1.1" 404 179 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "110.235.224.31" response-time=0.186
78.182.145.64 - - [24/May/2023:20:38:03 +0000] "GET /profiles/ HTTP/1.1" 200 1048 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36" "78.182.145.64" response-time=8.741
78.182.145.64 - - [24/May/2023:20:38:08 +0000] "GET /main/ HTTP/1.1" 200 1179 "http://shaqinair.pythonanywhere.com/profiles/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36" "78.182.145.64" response-time=0.005
78.182.145.64 - - [24/May/2023:20:38:10 +0000] "GET /favicon.ico HTTP/1.1" 404 179 "http://shaqinair.pythonanywhere.com/main/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36" "78.182.145.64" response-time=0.235
78.182.145.64 - - [24/May/2023:20:38:15 +0000] "GET /N_Analysis/ HTTP/1.1" 200 1244 "http://shaqinair.pythonanywhere.com/main/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36" "78.182.145.64" response-time=0.010
